player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brady Olson,147415,QB,UMASS,8,55.9,195,216,9.2,2.36,5,4,1.8,47.7,103,0,67,5.5,236,6,58,216,31.7,36.8,34.5,56.7,2,7,249,2,11.9,62.8,3.4,8,10,0,14,8,16,6.4,1146,5.3
Caleb Williams,144622,QB,OKLAHOMA,10,73.4,203,212,11.8,3.51,0,15,6.6,64.2,136,0,96,8.7,251,13,93,261,40.5,91.3,90.3,75.5,1,4,268,1,19.8,118.3,7.6,19,19,0,8,21,7,2.6,1912,9
Jake Constantine,40166,QB,RICE,8,67.7,198,207,9.7,2.59,3,8,3.6,60.9,126,0,70,6,233,8,81,275,63.5,65.2,65.7,57.7,0,7,249,3,18.6,84.1,5.6,13,12,1,5,8,7,2.8,1616,7.8
Jordan Travis,77615,QB,FLORIDA ST,10,71.8,177,193,10,3.25,3,11,5.2,62.7,121,0,108,4.7,271,6,90,167,51.7,85.2,82.3,72.6,3,6,290,2,23.1,100.1,9.2,25,51,0,10,15,6,2.1,1521,7.9
D'Wan Mathis,99130,QB,TEMPLE,7,69.3,179,193,8.6,2.59,3,6,3,59.1,114,0,81,8.1,227,10,55,306,67.6,52.2,50.2,62.3,3,4,233,3,19.8,79.1,7,16,15,0,8,6,5,2.1,1209,6.3
Dennis Grosel,60351,QB,BOSTON COL,8,69.5,177,192,9.8,2.85,6,3,1.5,57.8,111,0,78,9.8,219,12,60,121,50.4,70.4,64.3,78.1,5,7,228,3,19.2,71.9,6.8,15,11,0,4,6,9,3.9,1216,6.3
Jaxson Dart,146409,QB,USC,6,72.5,178,191,9.8,2.59,7,9,4.3,61.3,117,0,49,9.3,200,12,66,326,55.6,70.9,72.4,56.1,2,5,220,4,8.2,87.4,2,4,4,1,3,9,9,4.1,1351,7.1
Spencer Rattler,97408,QB,OKLAHOMA,9,80.1,181,190,7.8,2.83,1,3,1.5,73.7,140,0,52,3.4,219,5,83,261,67.1,86.1,87,61.8,0,5,224,3,23.1,104.3,5.5,12,17,2,6,11,8,3.6,1483,7.8
Taylor Powell,60459,QB,TROY,6,77.6,174,189,6.5,2.57,4,8,4,65.6,124,0,64,8.1,206,11,60,318,53.5,76.9,76.1,59.6,5,6,218,2,18.8,82.7,5.8,12,4,0,6,7,8,3.7,1219,6.4
Jeff Sims,122496,QB,GA TECH,7,66.5,176,187,9.2,2.75,2,8,4,59.9,112,0,76,4.3,216,5,63,176,55.3,69,57.4,82.9,2,7,228,1,15.8,90.5,5.6,12,14,0,7,12,9,3.9,1466,7.8
James Blackman,60382,QB,ARK STATE,6,70.5,176,184,11.4,2.86,2,13,6.6,59.2,109,0,80,12.1,214,15,63,113,42,71,71.6,53.1,2,4,227,2,23.8,87.2,8.9,19,10,0,4,8,5,2.2,1340,7.3
Jason Bean,83529,QB,KANSAS,9,66.9,163,182,10.1,2.98,5,10,5.3,56,102,0,69,6.4,216,7,63,198,62,59.5,53.5,66.1,0,6,224,1,13,74.7,4.2,9,25,1,13,6,14,6.3,1252,6.9
Chandler Rogers,98683,QB,LA MONROE,12,70.8,168,179,9.6,2.56,1,3,1.6,62,111,0,84,6.7,228,8,62,209,35.4,63.4,57.1,67.1,6,3,241,1,33.3,93.8,12.3,28,20,1,3,9,10,4.1,1302,7.3
Sean Chambers,75888,QB,WYOMING,8,57.1,170,178,13.1,2.91,3,7,3.8,50.6,90,0,59,7.2,212,7,65,351,27.5,58,50.6,72.6,3,7,219,3,22,65.4,6.1,13,20,0,2,6,12,5.5,1125,6.3
Ryan Hilinski,71295,QB,NWESTERN,9,63.3,158,177,8,2.46,9,2,1.1,53.7,95,0,52,5,188,5,40,256,53.6,49,47.4,57.2,2,4,199,1,17.3,66,4.8,9,2,0,8,3,10,5,977,5.5
Chase Cunningham,78533,QB,MIDDLE TN,8,72.6,168,177,9.2,2.75,0,11,5.8,63.3,112,0,62,8.2,199,10,62,224,55,73.7,73.2,61.8,1,3,213,0,17.7,109.1,5.5,11,11,0,8,16,3,1.4,1327,7.5
Mike Wright Jr.,124366,QB,VANDERBILT,10,63.9,158,175,9.1,3.17,2,5,2.7,53.1,93,0,80,7.9,224,8,58,333,53.3,59.5,50.1,71.4,0,6,237,0,20,72.1,7.1,16,31,0,15,8,12,5.1,1042,6
Terry Wilson,40709,QB,NEW MEXICO,6,69.7,155,175,8.3,2.81,1,8,4.4,58.3,102,0,69,5.6,199,6,50,241,61.4,60.7,64.9,53.5,1,4,208,4,21.7,79.8,7.5,15,8,0,18,7,6,2.9,1063,6.1
Nicholas Vattiato,145302,QB,MIDDLE TN,6,76.8,164,172,7.6,2.35,3,9,5,66.9,115,0,37,8.7,189,11,53,224,64.6,62.5,62.9,57,1,6,200,1,16.2,82.2,3.2,6,10,0,4,7,11,5.5,1049,6.1
Brandon Peters,40416,QB,ILLINOIS,10,67.3,153,170,10.2,2.97,0,6,3.3,53.5,91,0,54,11.7,195,12,56,187,55.4,71.6,68.6,66.7,4,4,206,1,25.9,79.3,7.2,14,10,0,13,7,5,2.4,1170,6.9
D.J. Mack Jr.,55405,QB,DOMINION,6,65.8,158,167,10.7,2.73,3,5,2.9,50.9,85,0,78,18.3,202,19,47,263,51.1,63.8,55.9,72.6,2,7,209,2,24.4,58.3,9.4,19,15,0,4,5,7,3.3,855,5.1
Michael Penix Jr.,82134,QB,INDIANA,5,66.2,148,163,10.8,2.77,2,7,4.1,53.4,87,0,58,11.2,174,11,50,190,63,69.7,68.3,61.4,3,7,181,1,12.1,60.9,4,7,4,0,10,4,8,4.4,939,5.8
Zach Gibson,100201,QB,AKRON,7,79.6,147,157,8.8,2.99,1,8,4.8,69.4,109,0,87,6.8,198,8,70,102,51.7,91.2,91.1,65.8,2,0,209,1,23,114.6,10.1,20,21,0,7,10,2,1,1260,8
Justin Lynch,144392,QB,TEMPLE,11,72.4,134,156,6.3,2.49,3,4,2.5,56.4,88,0,55,9.3,184,9,39,306,70.4,48.8,44.4,59.5,1,4,189,2,14.5,69.8,4.3,8,17,0,18,4,6,3.2,857,5.5
Jordan Yates,97416,QB,GA TECH,7,70.4,135,156,8.1,3.23,2,6,3.6,58.3,91,1,97,4.2,204,4,55,176,54.8,63.9,59.1,68,5,3,218,5,19.6,79.6,9.3,19,29,0,14,6,8,3.7,904,5.8
Henry Colombi,60583,QB,TEXAS TECH,7,72.9,140,150,11,2.72,4,10,6.5,63.3,95,0,50,6.9,177,7,55,315,75.8,80,80.6,60.1,2,5,184,0,22,87.8,6.2,11,13,1,3,5,4,2.2,1285,8.6
Artur Sitkowski,83547,QB,ILLINOIS,5,59.4,138,149,8.6,2.61,1,5,3,49.7,74,0,50,9.8,166,8,43,187,50.8,39.5,37.1,58.2,2,2,184,0,16,70.8,4.8,8,9,1,7,6,14,7.6,699,4.7
Luke Doty,124230,QB,S CAROLINA,5,70.9,141,148,7.7,2.53,1,4,2.6,60.8,90,0,53,10,176,10,49,289,75.3,61.3,64.8,45,3,3,186,1,24.5,84.4,7.4,13,13,0,3,5,4,2.2,1023,6.9
Tyler Vitt,83566,QB,TEXAS ST,5,65,137,144,10.1,2.61,0,2,1.3,53.5,77,0,50,13.5,153,12,35,314,79,63.9,58.6,68.2,2,2,159,1,8,71.5,2.6,4,5,0,5,3,8,5,818,5.7
Justin Tomlin,78482,QB,GA SOUTHRN,8,64.1,131,143,9.7,2.9,3,6,3.9,51.7,74,0,64,11.9,165,10,46,174,22.9,46.7,48.4,49.5,5,9,175,0,21.9,54.7,8.5,14,8,0,4,3,11,6.3,987,6.9
Jake Lange,121467,QB,SO MISS,5,62.6,131,140,9.4,2.61,2,4,2.7,56.4,79,0,68,3.7,164,3,39,296,40.1,41.5,41.4,58.2,1,6,172,6,29.4,68.2,12.2,20,4,0,6,5,11,6.4,843,6
Donovan Smith,73929,QB,TEXAS TECH,6,68.5,130,140,13.2,2.83,0,6,4.1,60.7,85,0,61,4.5,164,4,50,315,56.4,75.9,76.7,65,2,2,172,1,14.8,98.4,5.5,9,12,2,6,7,3,1.7,1177,8.4
Nick Nash,98679,QB,S JOSE ST,9,66.2,130,140,10.7,2.91,3,6,4.2,53.6,75,0,52,12.8,165,11,44,285,21.9,62.5,60.2,72.8,4,3,171,1,15.4,81.7,4.8,8,16,1,2,6,7,4.1,994,7.1
Rhett Rodriguez,60332,QB,LA MONROE,6,60,125,139,10.3,2.48,0,4,2.6,50.4,70,1,70,6.7,160,5,42,209,52.1,45.1,49.1,42.7,1,3,175,1,11.4,68.6,5,8,11,2,11,4,7,4,799,5.7
McKenzie Milton,40110,QB,FLORIDA ST,6,68,125,138,9.1,2.98,1,4,2.7,58,80,0,51,5.9,160,5,42,167,35.6,55.2,60.5,39.3,0,6,172,0,21.6,62.9,6.9,11,11,0,12,3,9,5.2,775,5.6
T.J. Finley,124093,QB,AUBURN,9,61.3,124,128,10,2.61,0,7,5.2,54.7,70,0,54,7.9,142,6,39,115,45.8,66.8,67.3,52.5,2,1,149,0,18.5,86.9,7,10,4,0,2,6,2,1.3,827,6.5
Jack Plummer,83543,QB,PURDUE,7,81.4,118,127,5.5,2.68,1,3,2.3,69.3,88,0,50,8.3,142,8,47,273,48.9,61.7,66.1,47.2,2,0,146,1,18,106.7,6.3,9,6,0,6,7,2,1.4,869,6.8
Carter Bradley,77685,QB,TOLEDO,8,69.7,122,127,9.5,2.46,3,4,2.9,59.1,75,0,51,11.8,147,10,37,316,43.1,51.1,53.1,47.5,2,1,159,2,29.4,89.9,10.2,15,5,0,0,4,6,3.8,957,7.5
Jordon Brookshire,98678,QB,S DIEGO ST,6,63.2,114,125,9.8,2.78,3,7,5.1,51.2,64,0,43,11.1,148,8,38,284,77.4,70.8,62.3,76,4,1,160,0,25.6,77.3,7.4,11,12,1,3,3,4,2.5,837,6.7
AJ Mayer,63860,QB,MIAMI OH,7,60,115,125,14.1,2.58,4,8,6.2,54.4,68,0,43,1.4,139,1,49,221,75.9,72.7,68.6,71.6,3,2,143,0,14,88.2,4.3,6,7,0,3,6,3,2.1,943,7.5
D'Eriq King,26636,QB,MIAMI FL,3,79.1,115,124,7.8,2.9,4,6,4.6,65.3,81,1,42,11,151,10,42,220,53.8,81.3,82.3,63.7,1,4,159,1,21.4,76.9,6,9,18,1,3,3,5,3.1,767,6.2
Jacob Sirmon,83590,QB,C MICHIGAN,5,72.7,110,121,8.6,2.85,1,3,2.4,61.2,74,0,58,7.5,147,6,40,134,59.2,58.6,57.6,59.4,4,4,152,1,31,81.4,12.2,18,8,0,6,6,7,4.6,744,6.1
DJ Irons,145585,QB,AKRON,8,75.4,114,120,7.9,3.19,1,3,2.4,64.2,77,1,99,10.5,179,9,61,102,25.4,62.2,57.6,69.4,0,4,186,5,31.3,94.5,17.3,31,27,0,5,8,7,3.8,883,7.4
Levi Williams,98365,QB,WYOMING,8,70.5,112,120,9.6,3,3,7,5.6,60,72,0,42,8.9,151,7,45,351,59,79.5,70.3,76.5,2,5,157,1,23.8,94.1,6.6,10,21,0,3,9,3,1.9,990,8.3
Jalon Daniels,122555,QB,KANSAS,6,78.2,110,118,8.1,2.61,3,8,6.6,68.6,81,0,35,5.8,134,5,46,198,62.1,78.3,73,73.6,1,3,137,1,20,98.8,5.2,7,9,0,4,7,6,4.4,860,7.3
Alex Padilla,86285,QB,IOWA,8,70.5,95,113,8.9,2.81,3,7,6,48.7,55,0,41,17.9,122,12,32,192,75,64.8,62.2,67.8,4,2,126,1,17.1,64.6,5.7,7,2,0,11,2,5,4,636,5.6
Andrew Marty,60498,QB,NWESTERN,6,69.9,103,111,8.7,2.96,2,6,5.3,59.5,66,0,53,8.3,132,6,34,256,17,54.5,45.4,69.9,1,6,135,1,22.6,73.7,9.1,12,9,0,5,6,14,10.4,707,6.4
Jason Brown,109060,QB,S CAROLINA,7,69.5,95,109,9.7,3.05,2,7,6.1,55,60,0,53,9.1,123,6,34,289,41,50.3,49.6,60.6,2,6,130,2,17,77,7.3,9,3,0,10,8,9,6.9,721,6.6
Brayden Schager,146078,QB,HAWAII,5,67.7,99,107,8.1,2.97,2,2,1.8,60.7,65,0,48,3,120,2,33,180,39.9,44.8,42.7,61.4,2,5,126,0,18.8,63.3,7.5,9,4,0,4,2,9,7.1,611,5.7
Desmond Trotter,83552,QB,S ALABAMA,4,74.2,93,105,6.1,2.62,1,2,1.9,59,62,0,65,10.1,129,7,32,288,74.4,64.5,65,57.4,2,3,132,0,13.8,78.7,7,9,15,0,9,5,1,0.8,590,5.6
Matt Myers,77698,QB,BUFFALO,7,70.5,95,104,11.6,2.94,2,6,5.4,53.8,56,0,35,16.4,125,11,32,126,33.1,61.4,59.4,62.1,2,5,133,1,28.6,67.9,8,10,11,1,4,4,10,7.5,703,6.8
Haaziq Daniels,125263,QB,AIR FORCE,12,59.6,94,104,14.5,3.01,1,14,13.3,50,52,0,43,7.1,117,4,45,101,50.1,76.7,80,64.7,3,3,118,1,18.6,101.6,6.8,8,5,1,5,7,4,3.4,1184,11.4
Dillon Gabriel,86272,QB,UCF,3,77.6,98,102,8.9,2.94,0,4,3.8,68.6,70,0,29,7.9,120,6,45,323,58.3,76.1,72.1,68.3,0,3,127,1,20.7,109.7,5,6,12,0,4,9,4,3.1,814,8
Jace Ruder,77680,QB,N TEXAS,6,63,92,99,12.2,2.64,1,3,2.9,53.5,53,0,41,8.6,109,5,29,251,59.9,54.9,57.5,49.4,1,5,118,2,7.3,59.8,2.8,3,7,0,5,3,4,3.4,571,5.8
Phil Jurkovec,83533,QB,BOSTON COL,6,61.5,91,96,13.9,3.51,1,13,12.5,54.2,52,0,47,7.1,115,4,42,121,64.6,80.6,71.9,78.4,1,4,123,2,14.9,93.8,6.1,7,12,0,3,7,7,5.7,914,9.5
JT Daniels,83578,QB,GEORGIA,5,83,88,95,6.6,2.06,2,3,3,71.6,68,0,10,6.8,98,5,40,173,72.5,79.8,79.9,54,1,3,103,1,20,104.4,2,2,1,1,3,7,2,1.9,712,7.5
Zeb Noland,40508,QB,S CAROLINA,7,64.8,88,95,9.6,2.59,3,6,6,54.7,52,0,37,8.8,113,5,29,289,73.5,74.6,73.4,67.2,1,1,118,3,27,97.9,8.8,10,4,0,3,7,1,0.8,684,7.2
Gunner Cruz,100575,QB,ARIZONA,4,73.6,87,94,5.2,2.87,0,1,1,66,62,0,43,3.1,113,2,22,109,73.2,44.2,40.7,63.8,1,3,119,0,20.9,74.6,8,9,8,0,6,2,4,3.4,536,5.7
Tyler Shough,83537,QB,TEXAS TECH,4,80.5,82,92,9,2.48,2,2,2,68.5,63,0,27,4.5,104,3,35,315,73.9,76.9,73,71.7,2,3,110,0,18.5,106,4.8,5,5,1,5,6,3,2.7,854,9.3
JD Head,122677,QB,LA TECH,4,60,85,88,10.9,2.83,2,4,4.3,54.5,48,0,38,5.9,103,3,29,208,54.4,62.5,62,58.3,0,3,108,0,18.4,82.3,6.8,7,8,0,1,6,3,2.8,554,6.3
Jack Tuttle,83580,QB,INDIANA,6,62.8,78,87,8.3,2.6,2,2,2.2,51.7,45,0,41,8.2,100,4,21,190,53.9,42.5,38.5,65.6,3,5,105,0,17.1,48.9,7,7,6,0,4,2,7,6.7,418,4.8
Blake Shapen,122282,QB,BAYLOR,5,80.8,78,87,7.8,2.75,1,5,5.6,71.3,62,0,30,1.6,97,1,31,118,53,75.7,73.1,68,1,0,100,1,16.7,109.2,5.2,5,5,0,7,5,5,5,596,6.9
Jack Zergiotis,97603,QB,UCONN,3,59.5,79,87,9.9,2.63,2,2,2.2,44.8,39,0,33,17,104,8,18,146,38.4,38.4,37.5,61.4,1,5,108,2,39.4,42.7,12.5,13,4,0,5,3,9,8.3,329,3.8
Hudson Card,123109,QB,TEXAS,6,73.7,76,84,10.9,3.55,4,3,3.5,60.7,51,0,42,8.9,103,5,31,311,37.1,52.6,52.4,58.1,1,1,105,3,23.8,96.7,9.7,10,9,0,3,5,5,4.8,588,7
Donaven McCulley,144829,QB,INDIANA,6,54.4,68,84,11.7,3.3,0,1,1.1,44,37,0,47,0,108,0,21,190,28.8,44.6,45.5,51.3,2,2,112,0,23.4,60.5,10.2,11,13,0,14,2,5,4.5,477,5.7
Cam Ransom,147110,QB,GA SOUTHRN,8,59.5,79,83,11.3,3.07,0,2,2.4,47,39,0,36,17,100,8,26,174,29.5,56.8,58.9,53.3,1,0,103,0,25,78.1,9,9,8,0,3,3,7,6.8,494,6
Cornelious Brown IV,98356,QB,GA STATE,4,58.4,77,80,9,2.4,1,1,1.2,51.3,41,0,31,8.9,94,4,25,175,58.2,43.5,42.6,54.2,0,4,98,0,25.8,44,8.5,8,5,0,2,0,3,3.1,384,4.8
Baylor Romney,82095,QB,BYU,5,77.3,75,80,11,2.47,2,6,7.3,70,56,0,20,3.4,85,2,36,128,25.4,73.3,77.7,43.8,0,0,87,0,10,126.1,2.4,2,3,0,3,6,1,1.1,781,9.8
Charlie Brewer,60344,QB,UTAH,3,74.3,74,79,8.9,2.93,4,4,4.8,60.8,48,0,35,12.7,89,7,26,328,53,68.2,68.9,58.1,0,3,94,1,17.1,75.1,6.7,6,4,0,1,3,4,4.3,484,6.1
Aaron Allen,78494,QB,LA TECH,6,72.2,72,77,9.5,2.63,0,2,2.5,64.9,50,0,32,3.8,85,2,32,208,51.9,66.3,66.3,56.8,2,4,88,2,9.4,76.8,3.5,3,5,0,3,2,4,4.5,620,8.1
Hunter Johnson,60362,QB,NWESTERN,3,67.1,70,76,9.6,3.01,2,3,3.8,59.2,45,0,34,4.3,92,2,19,256,54.4,55.7,55.3,58.7,0,4,97,3,23.5,70.3,8.7,8,8,0,4,4,3,3.1,424,5.6
Chandler Morris,122938,QB,TCU,4,70.3,74,76,11.4,2.93,1,5,6.3,65.8,50,0,26,3.8,92,2,30,305,26,79.4,77.7,67.7,0,0,96,1,26.9,108.4,7.6,7,9,0,1,3,4,4.2,699,9.2
Jordan McCloud,101058,QB,ARIZONA,3,78.5,65,73,6.2,2.94,0,0,0,65.8,48,0,31,5.9,83,3,29,109,55.1,57.5,49.2,76.7,0,5,93,1,12.9,64.9,4.8,4,5,0,8,2,7,7.5,481,6.6
Tyler Phommachanh,147373,QB,UCONN,3,62.1,66,73,9.5,3.06,3,1,1.3,47.9,35,0,36,14.6,85,6,15,146,74.4,43.3,36,69.6,0,2,92,1,11.1,53.5,4.7,4,7,0,4,1,7,7.6,321,4.4
Bryce Carpenter,82101,QB,COAST CAR,8,68.7,67,71,9.3,2.41,2,3,4.1,59.2,42,0,31,8.7,85,4,29,141,49.9,74,61.8,75.3,1,1,89,2,16.1,92.9,5.9,5,9,0,1,4,3,3.4,487,6.9
Kato Nelson,40264,QB,AKRON,5,61.9,63,69,10.5,3.17,3,2,2.8,52.2,36,0,48,7.7,106,3,23,102,26.7,48.5,49.5,52.8,0,1,108,0,35.4,80.9,16,17,19,0,3,3,2,1.9,445,6.4
Dino Maldonado,78516,QB,NEW MEX ST,2,61.9,63,68,9.5,2.4,1,5,7,54.4,37,0,31,5.1,74,2,26,242,51.1,67.5,67.1,61.4,2,2,78,0,3.2,86.2,1.4,1,5,1,1,4,4,5.1,513,7.5
Bailey Hockman,60383,QB,MIDDLE TN,3,68.9,61,67,10.5,2.7,0,1,1.5,59.7,40,0,32,4.8,73,2,23,224,47.8,65,61,65.3,1,2,74,1,18.8,88.2,8.2,6,0,0,5,4,5,6.8,464,6.9
Ty Keyes,145417,QB,SO MISS,4,57.4,61,66,9.7,2.91,0,1,1.4,50,33,0,37,5.7,88,2,22,296,59.2,46.2,36.5,66.7,0,4,95,1,29.7,56.1,12.5,11,8,0,5,3,5,5.3,355,5.4
Tai Lavatai,121854,QB,NAVY,10,64.9,57,64,12.4,2.84,2,2,2.9,53.1,34,0,49,8.1,89,3,20,237,55.1,64.8,59.1,64,0,2,93,3,36.7,88.6,20.2,18,7,3,2,5,4,4.3,449,7
Anthony Richardson,124393,QB,FLORIDA,7,66.7,60,63,12.5,3,0,4,6.2,58.7,37,0,29,7.5,74,3,24,163,64.2,74.8,58.9,79.9,2,5,77,0,13.8,84.6,5.4,4,6,0,1,6,5,6.5,527,8.4
Luke McCaffrey,101634,QB,RICE,9,63.3,60,63,9.5,3.13,0,2,3,49.2,31,0,35,18.4,80,7,23,275,40.8,49.6,33.1,74.2,0,4,83,2,17.1,47.9,7.5,6,10,0,3,2,7,8.4,313,5
Joe Milton III,82151,QB,TENNESSEE,6,62.7,59,62,14.3,3.05,1,3,4.1,51.6,32,0,18,13.5,76,5,19,307,26.6,58.5,57.2,60.7,0,0,88,1,38.9,81,9.2,7,7,1,1,2,3,3.4,375,6
Riley Leonard,143862,QB,DUKE,6,74.1,58,62,6.2,2.66,3,1,1.4,59.7,37,0,35,14,80,6,22,154,43.6,60.8,49.3,70.4,0,1,87,0,17.1,75.8,7.5,6,11,0,1,1,3,3.4,377,6.1
Christian Anderson,60339,QB,ARMY,11,57.1,56,62,17.6,2.68,0,5,7.8,48.4,30,0,24,6.3,67,2,23,114,53.7,75,73.2,67.4,2,0,69,0,8.3,116.9,3,2,2,0,4,5,5,7.2,708,11.4
Justin Rogers,77666,QB,UNLV,6,62.1,58,60,10.6,3.02,0,4,6.3,56.7,34,0,43,5.6,81,2,16,325,24.6,53.2,57.7,50.4,0,2,85,2,32.6,85.3,17.3,14,7,0,2,3,4,4.7,479,8
Tyler Lytle,60364,QB,UMASS,2,69.8,53,59,9.8,2.48,1,3,4.6,49.2,29,0,37,21.6,72,8,19,216,71.9,71,66.4,73.6,1,1,78,0,27,69.5,13.9,10,3,0,4,1,3,3.8,394,6.7
Grant Gremel,101632,QB,INDIANA,4,66.7,54,58,9.3,2.96,2,0,0,55.2,32,0,23,11.1,67,4,13,190,29.1,50.2,54.7,36.5,0,1,79,0,21.7,65.9,7.5,5,4,0,2,1,4,5.1,269,4.6
J.J. McCarthy,144918,QB,MICHIGAN,11,73.2,56,58,11.1,2.8,0,6,9.5,58.6,34,0,18,17.1,66,7,19,222,36.1,84,80.6,71.3,2,2,71,0,16.7,102.4,4.5,3,3,0,0,5,1,1.4,516,8.9
Brady Cook,124199,QB,MISSOURI,3,82.1,56,58,6,2.44,1,1,1.6,79.3,46,0,17,0,71,0,25,229,30.9,68,70.1,57.5,0,0,74,0,29.4,102.9,7,5,7,0,1,2,1,1.4,345,5.9
Garrett Nussmeier,146757,QB,LSU,4,59.3,54,57,13.6,3.03,1,6,10.3,50.9,29,0,18,9.4,62,3,14,211,71,66.8,66.2,58,0,2,63,0,27.8,65.6,8.1,5,0,0,2,2,2,3.2,329,5.8
Wiley Green,75891,QB,RICE,4,70.4,54,56,8.9,2.88,0,2,3.4,66.1,37,0,34,2.6,69,1,26,275,26.5,72.8,75.1,56.1,0,3,72,1,23.5,90,11.6,8,5,0,2,4,3,4.2,421,7.5
James Foster,83563,QB,CHARLOTTE,5,65.4,52,56,9.4,2.81,3,2,3.5,55.4,31,0,30,8.8,64,3,17,136,24.7,50.3,59.5,42.2,1,1,65,1,20,73.7,9.4,6,1,0,0,1,3,4.6,362,6.5
Will Howard,122599,QB,KANSAS ST,5,57.4,54,55,9.6,2.65,0,2,3.6,54.5,30,0,19,3.2,59,1,18,199,58.2,59.3,48.1,69.5,0,1,61,0,10.5,71.2,3.4,2,2,0,1,1,5,8.2,332,6
Tommy DeVito,60545,QB,SYRACUSE,3,76.6,47,52,9,2.59,0,4,7.5,61.5,32,0,21,11.1,59,4,16,304,51.1,77.6,72.8,70.9,0,2,60,1,23.8,74.8,8.5,5,2,0,5,1,2,3.3,388,7.5
Andrew Peasley,83581,QB,UTAH ST,9,64.4,45,52,12,3.43,0,5,9.6,53.8,28,0,29,3.4,62,1,16,329,23.6,67.4,60.4,70.3,1,2,63,1,17.2,83.4,8.1,5,5,0,6,3,3,4.8,415,8
Shane Illingworth,71512,QB,OKLA STATE,2,63.3,49,51,14.5,2.46,1,3,5.7,56.9,29,0,14,6.5,55,2,17,262,70.4,83.1,84.8,62.4,0,1,57,2,14.3,92.5,3.6,2,2,0,1,3,2,3.5,387,7.6
Ethan Garbers,131896,QB,UCLA,3,74.5,47,51,7.4,2.9,2,3,5.7,60.8,31,0,20,11.4,64,4,19,324,72.9,71.2,72.2,59.8,0,2,66,0,15,74.4,4.7,3,10,0,2,2,2,3,305,6
Mike DiLiello,121801,QB,MIDDLE TN,8,66.7,48,50,8.5,2.22,0,2,3.8,60,30,0,15,6.3,56,2,14,224,32.4,54.3,48.7,61.3,1,2,59,2,13.3,65.4,3.6,2,4,0,1,1,2,3.4,280,5.6
Tyler Johnston III,60570,QB,UAB,5,65.2,46,49,11.5,2.56,1,4,7.5,55.1,27,0,19,10,57,3,19,321,72.7,62.9,59.6,61.8,2,3,61,2,15.8,70.8,5.3,3,4,0,0,2,3,4.9,408,8.3
Jarrett Guarantano,40771,QB,WASH STATE,2,77.3,44,49,7,2.7,3,0,0,67.3,33,0,20,2.9,64,1,19,341,71.7,63.2,64.1,60.1,0,3,64,1,40,65.2,12.5,8,7,0,2,1,3,4.7,302,6.2
Cade Fortin,77620,QB,USF,4,58.7,46,48,7.7,2.33,1,0,0,52.1,25,0,19,7.4,51,2,13,327,71.9,44.9,39.5,64.3,0,2,53,0,5.3,44,2,1,2,0,1,0,2,3.8,183,3.8
Peter Parrish,99138,QB,MEMPHIS,1,70.5,44,48,6.5,2.9,3,0,0,64.6,31,0,16,0,64,0,16,218,50.1,44.6,39,61.6,0,3,68,0,37.5,48.5,9.4,6,10,0,1,0,3,4.4,215,4.5
Garrett Dzuro,64526,QB,UMASS,7,61.4,44,47,9.1,2.55,1,1,2.1,48.9,23,0,26,14.8,64,4,15,216,51.2,32.7,26.4,67.5,2,3,65,0,19.2,52.3,7.8,5,10,0,0,2,6,9.2,246,5.2
Armani Rogers,40034,QB,OHIO,10,65.9,44,46,9.7,3.13,0,2,3.7,56.5,26,0,27,10.3,56,3,13,259,60.6,79.8,70.8,76,0,1,64,2,18.5,69.7,8.9,5,4,0,2,0,0,0,327,7.1
Trey Lowe,77669,QB,SO MISS,2,63.4,41,42,10.6,3.05,0,1,2.3,54.8,23,0,21,11.5,53,3,11,296,50.8,51.6,46.3,62.9,0,2,56,0,33.3,59.1,13.2,7,4,0,1,1,3,5.4,235,5.6
Nate Cox,60432,QB,NEVADA,4,73.7,38,42,9.1,2.85,0,2,4.3,59.5,25,0,24,10.7,49,3,12,239,47.9,69.3,68.9,62.9,2,1,54,0,25,83.7,12.2,6,1,0,2,2,1,1.9,263,6.3
Jay Woolfolk,151104,QB,VIRGINIA,5,60,40,41,13,3.29,0,1,2.3,53.7,22,0,20,8.3,53,2,11,335,74.2,55.1,55.8,59.1,1,2,56,1,35,51.4,13.2,7,5,0,0,0,3,5.4,245,6
Katravis Marsh,123289,QB,USF,4,57.5,40,41,13.5,2.34,0,1,2.4,48.8,20,0,3,13,43,3,13,327,36.2,46.1,49.6,42.3,1,3,44,0,0,43.9,0,0,2,0,0,1,3,6.8,231,5.6
Sam Huard,146463,QB,WASHINGTON,4,61,41,41,10.8,2.61,0,1,2.2,51.2,21,0,8,16,43,4,9,340,29.5,43.8,43.1,60,0,4,47,0,25,37,4.7,2,0,0,0,1,6,12.8,233,5.7
