player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Alex Hornibrook,34842,QB,WISCONSIN,9,69,200,210,10.9,2.85,1,9,4.1,58.1,122,0,58,11.6,226,16,82,349,51.8,69,67.8,53.1,3,11,237,3,20.7,79.7,5.3,12,4,3,3,13,20,8.4,1532,7.3
Wilton Speight,46399,QB,UCLA,7,70.6,197,208,9.6,2.94,3,5,2.3,60.6,126,0,99,9.4,237,13,82,324,45.6,71.1,70.1,61.4,3,6,249,0,13.1,80.7,5.5,13,15,0,5,6,7,2.8,1527,7.3
Skylar Thompson,60417,QB,KANSAS ST,11,69.9,193,208,10.7,2.92,3,12,5.4,58.7,122,0,70,9.6,249,13,74,199,58.5,71.3,71.2,63.6,5,4,266,4,25.7,85.2,7.2,18,23,0,7,9,6,2.3,1391,6.7
Shawn Robinson,60551,QB,TCU,7,67,197,202,10,2.39,2,10,4.8,60.9,123,0,69,6.8,226,9,65,305,30.2,60.8,58.4,62.6,1,7,233,0,8.7,80.4,2.7,6,9,0,2,9,16,6.9,1319,6.5
A.J. Erdely,18567,QB,UAB,9,69.4,183,201,11.1,2.85,6,19,9.2,56.2,113,0,76,11,228,14,75,321,65,74.8,77.5,59.4,4,7,234,3,19.7,78.2,6.6,15,12,1,7,7,13,5.6,1554,7.7
Collin Hill,40245,QB,COLO STATE,10,72.7,183,199,9.6,2.55,6,7,3.3,59.8,119,0,80,10.5,223,14,70,144,65.4,70.4,70.5,61.3,2,7,236,1,17.5,78,6.3,14,9,0,8,7,9,3.8,1387,7
Seth Boomer,77643,QB,TULSA,8,64.6,181,198,11.4,2.96,1,7,3.4,51,101,0,94,13.7,237,16,73,320,30.8,50.1,48.2,56.9,3,4,248,1,24.5,80.2,9.7,23,16,0,13,9,17,6.9,1373,6.9
Dorian Thompson-Robinson,83574,QB,UCLA,8,69.3,179,195,9.1,2.99,3,6,3,57.9,113,0,102,8.9,230,11,66,324,47.1,57.2,54.2,65,1,4,239,1,19.6,81.7,8.7,20,13,0,12,7,11,4.6,1308,6.7
Tyler Vitt,83566,QB,TEXAS ST,9,73,174,194,6.4,2.78,3,8,4,61.3,119,0,101,6.3,227,8,67,314,46.2,61.3,55,64.7,8,10,236,0,16.8,68.7,7.5,17,16,0,9,7,15,6.4,1163,6
Ross Comis,46584,QB,UMASS,11,71,186,194,10.5,2.79,2,14,6.7,62.9,122,0,90,7.6,246,10,78,216,26.8,72.9,70.9,65.4,1,3,262,0,27.8,110.7,10.2,25,25,0,5,14,13,5,1799,9.3
N'Kosi Perry,60446,QB,MIAMI FL,10,65.2,181,191,10.4,2.72,4,17,8.5,50.8,97,0,61,17.8,230,21,59,220,52.6,69.6,67.3,64,1,6,241,1,27.9,77.8,7.4,17,22,0,5,13,10,4.1,1091,5.7
Sheriron Jones,33910,QB,NEW MEXICO,11,64.2,179,189,10.8,2.6,1,7,3.4,54,102,0,76,11.3,226,13,71,241,71.4,54.2,50.9,62.4,1,12,241,3,18.4,74.7,6.2,14,23,1,7,13,14,5.8,1415,7.5
Steven Duncan,40211,QB,W KENTUCKY,9,63.7,182,188,11,2.68,0,7,3.5,57.4,108,0,67,6.9,220,8,60,346,43.7,57.7,63.4,49,3,7,231,2,20.9,74.1,6.4,14,18,0,3,9,15,6.5,1071,5.7
Tanner Mangum,34607,QB,BYU,8,72,175,187,9.1,2.89,3,7,3.5,61,114,0,68,9.5,197,12,56,128,52.9,62.7,63.4,49.5,1,4,208,1,7.4,77.5,2.5,5,5,0,8,5,13,6.3,1104,5.9
Zack Annexstad,83516,QB,MINNESOTA,7,62.4,173,187,12.3,2.46,8,7,3.5,51.9,97,0,70,10.2,206,11,68,225,53.4,53.1,52.4,46.8,2,7,220,0,24.3,74,8.3,17,2,0,4,9,17,7.7,1269,6.8
Zach Wilson,82096,QB,BYU,9,74.9,175,184,9.6,2.98,2,13,6.7,65.2,120,0,78,8.4,234,11,83,128,60.7,80.5,78.8,67.9,2,3,248,0,32.1,107.1,10.7,25,24,2,3,12,7,2.8,1578,8.6
Andrew Ford,27063,QB,UMASS,7,76.2,168,176,9.8,2.56,1,10,5.4,64.8,114,0,76,10.9,193,14,71,216,75.5,88.5,87.1,61.8,1,5,202,0,18.4,93.5,7.3,14,2,0,6,9,4,2,1363,7.7
Kai Locksley,34333,QB,UTEP,9,56.7,157,170,10.4,2.83,1,8,4.4,48.8,83,0,81,6.7,201,6,45,330,49.1,51.2,41.1,68.4,3,9,212,3,24.7,49.5,10,20,11,0,9,3,12,5.7,934,5.5
Kasim Hill,60444,QB,MARYLAND,10,62.7,153,170,10.6,2.72,7,10,5.6,49.4,84,1,65,12.5,193,12,46,215,27.1,52.2,51,56.3,2,4,203,2,23.1,77.6,7.8,15,8,0,8,9,14,6.9,1083,6.4
Jason Shelley,60581,QB,UTAH,8,71.4,154,168,11.6,3.06,4,9,5.1,58.3,98,0,64,10.9,192,12,56,328,50.2,67.9,64.8,66.4,2,6,199,0,17.2,74.4,5.7,11,11,0,8,5,10,5,1156,6.9
Malik Rosier,46550,QB,MIAMI FL,8,60.5,147,159,11,2.77,5,5,3.1,51.6,82,0,63,7.9,188,7,52,220,67.8,59.4,48.8,77.3,0,8,194,2,15.9,64.3,5.3,10,19,2,5,6,13,6.7,1053,6.6
Chris Reynolds,60361,QB,CHARLOTTE,6,74.3,144,157,9.3,2.71,2,5,2.9,64.3,101,0,70,5.6,185,6,58,136,53.6,69.7,71.8,52.2,0,2,200,1,22.9,94.5,8.6,16,12,1,10,6,8,4,1181,7.5
Jett Duffey,41634,QB,TEXAS TECH,7,74.5,149,156,8.9,3.03,0,7,4.3,67.3,105,0,69,5.4,190,6,67,315,51.1,75.3,74.8,66.8,4,6,199,2,17.4,92.1,6.3,12,22,0,3,8,12,6,1231,7.9
Conor Blount,39950,QB,OREGON ST,9,73.5,136,154,7.5,2.88,3,5,3.1,62.3,96,0,78,4,198,4,56,265,24.5,67.1,69.5,52.8,3,2,205,0,30.8,94.2,12.1,24,19,0,12,7,7,3.4,1124,7.3
Rocky Lombardi,60452,QB,MICH STATE,7,56.6,145,154,12.4,2.7,4,4,2.5,44.2,68,0,34,17.1,167,14,43,223,55.9,58,57.9,60.5,1,3,176,2,20.6,57.2,4.2,7,6,0,4,3,5,2.8,738,4.8
Tanner Morgan,55239,QB,MINNESOTA,9,70.9,141,152,11.4,2.72,6,3,1.9,58.6,89,0,62,11,178,11,57,225,32.4,61.8,66.9,43.7,4,6,189,0,21,92.5,7.3,13,13,0,1,9,7,3.7,1397,9.2
Justin McMillan,39359,QB,TULANE,9,63.9,144,152,11.9,2.89,0,7,4.4,51.3,78,0,63,15.2,180,14,51,319,59.2,63,57.6,67.2,2,4,188,0,19,91.5,6.7,12,15,0,6,10,9,4.8,1302,8.6
Tony Poljan,40148,QB,C MICHIGAN,7,63.6,140,151,7.6,2.43,2,2,1.3,52.3,79,0,54,11.2,172,10,31,134,39.5,46.6,31.2,66.3,4,5,175,3,24.1,54.3,7.6,13,8,0,5,2,12,6.9,651,4.3
Kaleb Eleby,77686,QB,W MICHIGAN,5,71.6,141,148,9.4,2.54,1,7,4.4,62.2,92,0,49,8.9,174,9,54,347,62.7,63.7,59.9,68.3,3,3,187,0,32.7,85.2,9.2,16,10,0,3,4,6,3.2,1092,7.4
Tommy Lazzaro,41906,QB,C MICHIGAN,6,59.4,133,143,11.8,2.78,2,3,2,49,70,0,81,11.4,198,9,48,134,42,47.3,47.5,53.5,2,10,208,0,25.9,46.3,10.6,21,31,1,5,5,12,5.8,718,5
Mike Collins,60549,QB,TCU,7,68.9,132,142,10.4,2.62,3,5,3.5,55.6,79,0,52,13.2,164,12,46,305,52.4,56.7,58.4,55.7,2,2,165,2,9.6,87.7,3,5,15,1,4,6,9,5.5,1058,7.5
Jamie Newman,44948,QB,WAKE,6,67.9,131,141,10.6,2.7,6,10,6.9,59.6,84,0,43,5.6,156,5,47,339,69.8,81.1,79.3,67.7,3,4,160,1,25.6,93.2,7.1,11,4,0,1,9,4,2.5,1083,7.7
Tyler Johnston III,60570,QB,UAB,10,64.2,137,141,15.6,2.61,2,22,15.4,56.7,80,0,40,9.1,156,8,59,321,64.3,87.5,87.2,70.8,1,9,158,3,17.5,87.9,4.5,7,7,0,1,11,10,6.3,1323,9.4
Davis Shanley,60604,QB,W KENTUCKY,7,77.2,136,141,8.1,2.38,2,4,2.7,68.1,96,0,35,8.6,161,9,52,346,26.1,63.1,59.8,64.9,1,2,170,0,28.6,87.8,6.2,10,9,0,2,3,8,4.7,941,6.7
Jonathan Banks,32337,QB,TULANE,7,62.7,126,140,11.5,3.12,2,8,5.3,50,70,0,68,11.4,182,9,55,319,31.8,64.6,50.9,78,1,2,196,0,33.8,81.4,12.6,23,19,3,8,5,12,6.1,1065,7.6
Willie Jones III,60560,QB,TEXAS ST,8,71.1,114,138,9.1,2.95,2,7,4.9,55.1,76,0,57,6.2,159,5,41,314,25.9,63.7,60.5,65.3,0,2,167,4,14,88.4,5,8,13,0,22,7,7,4.2,980,7.1
Matt Romero,75889,QB,NEW MEX ST,4,68.8,125,133,9.1,2.7,2,6,4.2,54.9,73,0,56,15.1,155,13,27,242,62.6,52.5,52.5,55.7,2,6,165,1,25,55.8,9,14,8,0,4,3,10,6.1,615,4.6
Kilton Anderson,27546,QB,COAST CAR,9,68.5,124,133,10.2,2.54,5,4,2.8,57.1,76,0,46,10.6,151,9,47,141,79.1,73.5,69.4,72.3,2,3,162,4,26.1,92,7.9,12,6,1,1,8,4,2.5,1010,7.6
Drew Plitt,39879,QB,BALL ST,7,73,126,131,9.9,2.77,1,4,2.9,64.9,85,0,56,7.6,154,7,51,117,38.7,71.6,69.8,61.9,1,8,162,0,21.4,78,7.8,12,11,0,3,6,10,6.2,1008,7.7
Brandon McIlwain,28485,QB,CAL,8,70.5,122,130,8.4,2.67,2,3,2.2,61.5,80,0,42,7,153,6,40,130,30,60.1,49.5,71.1,4,8,160,0,16.7,57.3,4.6,7,16,1,1,2,11,6.9,763,5.9
Kaleb Barker,46494,QB,TROY,6,78.7,122,126,7.7,2.33,2,4,3,73,92,0,37,4.2,149,4,51,318,56.2,72.5,72.6,64.5,0,2,158,2,35.1,116.3,8.7,13,10,0,2,10,3,1.9,1013,8
Mitchell Guadagni,34779,QB,TOLEDO,7,64.3,115,120,11.9,2.97,1,6,4.7,57.5,69,0,62,6.8,175,5,68,316,54.3,75.6,68,73.9,2,3,186,0,29,112.3,10.3,18,37,0,2,13,7,3.8,1053,8.8
Mike Glass III,60369,QB,E MICHIGAN,8,68.5,108,118,9.8,2.59,4,5,4.1,61,72,0,48,2.7,147,2,48,160,28.3,71.3,65.6,69.7,0,1,152,0,27.1,110.9,8.8,13,16,1,5,9,5,3.3,1023,8.7
Clayton Tune,77652,QB,HOUSTON,5,64.6,113,117,12.5,2.88,1,6,5,50.4,59,0,49,19.2,149,14,45,182,23.6,57.9,54.3,64.7,0,2,154,0,30.6,88.1,10.1,15,15,0,3,8,12,7.8,795,6.8
Armani Rogers,40034,QB,UNLV,6,50,112,116,13,2.72,2,5,4.1,44,51,0,57,8.9,153,5,36,325,69.1,61.2,49.2,71.1,0,4,162,0,24.6,74.6,9.2,14,21,0,2,10,7,4.3,599,5.2
Luke Skipper,39975,QB,TULSA,4,71.4,105,116,11.4,3.05,2,4,3.2,58.6,68,0,59,9.3,149,7,41,320,25.1,57.1,46,76.8,1,6,159,0,27.1,65.8,10.7,16,17,0,8,4,12,7.5,694,6
Shai Werts,40384,QB,GA SOUTHRN,13,69.4,108,115,9.3,2.87,2,7,5.8,59.1,68,0,64,9.3,158,7,50,174,68.5,82.7,70.3,78.6,2,0,166,2,29.7,116.3,12,19,23,0,3,10,3,1.8,991,8.6
Zeb Noland,40508,QB,IOWA STATE,5,74,104,110,8.3,2.38,3,3,2.5,63.6,70,0,37,9.1,117,7,34,193,72.9,59.1,56.1,72.6,1,1,125,0,16.2,90.6,5.1,6,1,0,2,4,3,2.4,716,6.5
TaQuon Marshall,39457,QB,GA TECH,12,53.2,94,109,18.2,2.93,2,2,1.7,44,48,0,59,4,128,2,35,176,27.3,55,46.6,60.2,1,4,137,0,20.3,73.2,9.4,12,5,0,12,5,7,5.1,900,8.3
Evan Shirreffs,46552,QB,CHARLOTTE,5,61.3,93,104,11.3,2.79,4,5,4.6,51.9,54,0,47,5.3,131,3,31,136,73.9,63.3,63,59.2,3,4,135,4,29.8,61,10.7,14,13,0,4,2,6,4.4,631,6.1
Brandon Wimbush,35595,QB,NOTRE DAME,5,62.1,95,102,13.4,3,4,4,3.7,52.9,54,0,51,8.5,121,5,40,258,80.8,59.5,55.9,61.9,3,6,127,0,17.6,64.1,7.4,9,10,0,0,4,10,7.9,719,7
D.J. Mack Jr.,55405,QB,UCF,8,67.4,92,102,12.3,2.87,0,8,7.3,50,51,0,34,17.7,115,11,29,323,27.9,72.8,70.7,64.4,1,1,126,4,23.5,74.6,7,8,5,1,8,3,3,2.4,615,6
M.J. Rivers II,82129,QB,ILLINOIS,7,70.5,95,102,9.1,3.1,1,3,2.7,53.9,55,0,43,17.9,129,12,31,187,63.7,68.2,68.3,60.5,1,3,140,0,27.9,66.9,9.3,12,14,2,3,3,2,1.4,547,5.4
Alex Thomson,32376,QB,MARSHALL,4,62.8,94,101,9.1,2.36,0,4,3.8,52.5,53,0,43,10.2,119,6,27,214,61.4,64.4,63.1,60.6,2,3,124,0,25.6,70.8,9.2,11,7,1,4,5,3,2.4,506,5
Drew Eckels,27245,QB,W KENTUCKY,3,62.9,89,99,10.9,2.77,2,4,3.9,50.5,50,0,44,10.7,115,6,26,346,58.2,51.7,57,48,1,0,118,1,20.5,84.1,7.8,9,6,0,7,3,5,4.2,709,7.2
Jack Coan,60613,QB,WISCONSIN,5,68.2,85,95,7.4,2.71,3,2,2,58.9,56,0,29,3.4,109,2,25,349,26.5,41.4,45,31.4,2,3,112,0,37.9,78.2,10.1,11,3,2,3,5,6,5.4,515,5.4
Kelvin Hopkins Jr.,41309,QB,ARMY,12,62.9,89,94,14.8,2.91,0,10,10.4,54.3,51,0,46,8.9,99,5,38,114,71.1,85.7,84.2,74.1,0,3,101,2,4.3,100.8,2,2,3,0,5,6,4,4,1026,10.9
Jalan McClendon,46423,QB,BAYLOR,9,69.2,91,91,10.7,2.98,0,4,4.1,60.4,55,0,45,12.7,108,8,33,118,56.5,69.9,68.3,65.4,0,3,114,2,13.3,82.4,5.6,6,10,0,0,3,4,3.5,715,7.9
Wiley Green,75891,QB,RICE,4,60.5,81,89,8.4,2.66,1,5,5.3,51.7,46,0,34,6.1,99,3,29,275,55.1,54.2,51.8,61.9,0,4,105,0,11.8,66.7,4,4,6,0,7,3,7,6.7,621,7
Christian Chapman,27211,QB,S DIEGO ST,7,69,84,88,10.9,2.79,2,5,5.3,56.8,50,0,39,13.8,109,8,34,284,73.5,73.1,70.5,66.5,1,1,118,0,25.6,96.4,9.2,10,10,0,1,4,6,5.1,773,8.8
Tommy DeVito,60545,QB,SYRACUSE,7,64.9,74,87,13.5,2.48,1,6,6.6,48.3,42,0,30,12.5,100,6,24,304,74.4,72.1,70.9,62.5,0,3,104,2,30,67.9,9,9,2,0,12,4,2,1.9,515,5.9
Brandon Jones,83583,QB,UTEP,6,57.1,84,85,11.1,2.88,0,6,6.7,49.4,42,0,43,12.5,107,6,30,330,76.3,56.9,56.9,57.3,0,5,112,1,30.2,67.4,12.1,13,9,0,1,4,10,8.9,673,7.9
William Brown,77645,QB,SMU,4,67.9,81,85,8.3,2.56,1,6,6.5,62.4,53,0,28,3.6,96,2,29,287,34.8,65.7,75.1,45.2,1,1,104,0,10.7,107.2,3.1,3,8,0,2,7,4,3.8,625,7.4
Rhett Rodriguez,60332,QB,ARIZONA,5,65.2,69,83,9.3,2.69,3,2,2.3,51.8,43,0,33,4.4,92,2,24,109,72.9,59,57.4,61,2,2,95,0,15.2,73.2,5.4,5,3,0,9,3,5,5.3,516,6.2
Alex Delton,34840,QB,KANSAS ST,7,67.1,76,82,9.4,3.01,1,5,5.7,53.7,44,0,33,13.7,104,7,29,199,57.6,59.8,55.2,62.1,1,2,110,2,42.4,72.9,13.5,14,8,0,4,2,6,5.5,554,6.8
Michael Carrillo,40323,QB,S JOSE ST,6,67.1,76,81,9.4,2.4,0,3,3.5,59.3,48,0,41,5.9,92,3,26,285,39.4,46.5,48.2,52.6,3,3,97,2,19.5,89,8.7,8,2,0,2,5,7,7.2,629,7.8
Steven Williams,60511,QB,DOMINION,4,63.5,74,81,10.6,2.61,3,3,3.6,50.6,41,0,33,12.8,89,6,26,263,56.8,50.2,51,53.5,2,2,92,0,6.1,68.3,2.2,2,6,0,2,2,5,5.4,507,6.3
Isaiah Sanders,60319,QB,AIR FORCE,6,62.8,78,79,13.2,2.92,0,2,2.3,60.8,48,0,31,2,86,1,31,101,77.1,69.8,66.5,65.6,0,3,95,1,12.9,98.2,4.7,4,3,0,1,4,6,6.3,842,10.7
Cole Garvin,40388,QB,S ALABAMA,5,65.3,75,78,9.7,2.41,2,2,2.4,61.5,48,0,28,2,92,1,23,288,40.8,63.8,61.8,61.6,0,3,97,0,25,86.7,7.6,7,7,0,1,5,5,5.2,524,6.7
Frank Nutile,26476,QB,TEMPLE,3,69,71,78,9.9,2.47,2,4,5.1,53.8,42,0,25,14.3,83,7,24,306,72.6,61.5,60.4,61.1,2,5,83,0,20,68.6,6,5,0,3,0,4,6,7.2,585,7.5
Tate Whatley,83556,QB,SO MISS,6,65.2,66,78,7.8,2.8,1,1,1.2,55.1,43,0,38,0,93,0,19,296,54.4,52,48,63.7,1,1,100,6,21.1,84.1,8.6,8,6,0,10,4,3,3,455,5.8
Fred Payton,82102,QB,COAST CAR,6,74.6,71,76,11,2.89,1,3,3.8,64.5,49,0,31,7.5,94,4,34,141,16.9,63.8,71.9,52.3,2,2,97,2,29,108.3,9.6,9,9,0,2,6,4,4.1,677,8.9
Montel Aaron,41788,QB,S JOSE ST,6,65.3,72,75,9,2.79,2,3,3.8,58.7,44,0,38,6.4,94,3,25,285,32.5,60.8,62.5,51.5,0,0,98,0,31.6,87.5,12.8,12,7,0,1,2,6,6.1,498,6.6
Garret Lewis,34733,QB,NAVY,10,52.9,68,74,14,3.03,1,1,1.3,44.6,33,0,34,8.3,85,3,25,237,25.2,38.3,45.5,42.5,1,2,86,1,14.7,64,5.9,5,6,3,1,2,4,4.7,479,6.5
Giovanni Rescigno,27050,QB,RUTGERS,6,52.8,72,72,11.2,3.24,0,1,1.3,45.8,33,0,34,13.2,95,5,21,278,38.7,29,28.6,47.7,0,3,102,1,11.8,48.7,4.2,4,19,0,0,1,12,11.8,366,5.1
Donald Hammond III,82065,QB,AIR FORCE,8,67.2,64,72,13.4,2.72,4,3,3.9,52.8,38,0,24,11.6,73,5,28,101,61.6,74.5,77.9,61.8,2,2,77,0,0,93.7,0,0,1,0,2,5,2,2.6,623,8.7
Jalen Hurts,40291,QB,ALABAMA,13,82.1,67,70,9.4,2.97,0,8,10.5,72.9,51,0,25,7.3,84,4,42,103,42.4,90.1,93.9,49.4,2,2,90,1,8,134.5,2.4,2,12,0,1,8,1,1.1,765,10.9
Ryan Metz,48058,QB,UTEP,6,60.3,63,69,11.3,2.79,2,6,8.3,50.7,35,0,32,7.9,81,3,24,330,38.9,63,65.3,55.2,0,5,84,0,28.1,64.2,11.1,9,2,0,4,3,5,6,588,8.5
Quentin Harris,26084,QB,DUKE,7,57.4,61,68,9.2,2.2,2,1,1.4,50,34,0,22,2.9,77,1,24,154,48.3,55.5,54.2,55.8,1,1,80,0,9.1,98.6,2.6,2,7,0,4,7,0,0,435,6.4
Malik Cunningham,60436,QB,LOUISVILLE,7,69.8,63,67,10.5,3.21,1,3,4.5,59.7,40,0,33,9.1,98,4,29,210,54,67.1,49.3,75.4,1,1,101,1,24.2,80,8.2,8,21,0,2,1,6,5.9,473,7.1
Tyrrell Pigrome,46511,QB,MARYLAND,9,71.4,63,67,10.5,2.98,1,6,8.2,55.2,37,0,40,17.8,94,8,22,215,26.9,66,68.9,57.4,2,1,100,0,37.5,86.7,16,15,11,0,1,2,3,3,561,8.4
Cole Kelley,39945,QB,ARKANSAS,8,59.4,64,67,15.5,2.88,0,2,2.7,52.2,35,0,23,7.9,72,3,22,111,77.2,67.1,60.4,71.1,0,5,78,0,13,67.7,4.2,3,2,0,3,5,8,10.3,455,6.8
Cade Fortin,77620,QB,N CAROLINA,4,62.3,61,65,14.4,2.88,1,4,6,49.2,32,0,26,15.8,74,6,18,245,72.4,73.6,71,68.5,1,1,76,0,11.5,66.7,4.1,3,6,0,2,1,1,1.3,388,6
Bryce Rivers,60589,QB,UTSA,3,73.3,60,64,11.4,2.63,0,3,4.3,57.8,37,0,37,15.9,76,7,24,331,71.8,61.6,63,56.4,0,2,83,2,21.6,77.8,10.5,8,4,0,4,2,3,3.6,463,7.2
Grayson Muehlstein,30311,QB,TCU,4,62.1,58,63,8.5,2.88,2,0,0,55.6,35,2,19,2.8,69,1,16,305,43.6,48.5,47.8,55.9,0,4,71,3,15.8,61.3,4.3,3,2,0,3,3,4,5.6,355,5.6
D.J. Gillins,30688,QB,UTSA,5,60.3,58,61,10.8,2.71,2,0,0,49.2,30,0,26,14.3,80,5,14,331,24.5,34.7,31.7,54.1,0,5,80,0,23.1,29.7,7.5,6,12,0,1,1,7,8.8,225,3.7
Josh Jackson,40482,QB,VA TECH,3,73.7,57,58,9.5,2.47,1,3,5.1,62.1,36,0,19,14.3,63,6,23,337,75.8,72.2,68.5,67.6,0,1,64,0,26.3,116.7,7.9,5,0,0,0,5,4,6.3,575,9.9
Jordan Weeks,83585,QB,UTSA,4,50.9,55,58,8.5,2.53,0,2,3.3,44.8,26,0,23,7.1,67,2,10,331,71.2,38.9,38.6,59.5,0,0,69,1,21.7,61.3,7.5,5,2,0,3,1,5,7.2,224,3.9
Levi Lewis,60428,QB,LA LAFAYET,14,73.1,52,57,8.3,3.07,1,1,1.7,63.2,36,0,31,5.3,73,2,29,207,48.8,80.4,81.8,63.1,0,2,76,1,16.1,122.7,6.8,5,11,0,4,7,0,0,589,10.3
Aaron Winchester,46433,QB,GA STATE,5,64.8,54,57,11.4,3.29,0,4,6.8,54.4,31,0,28,11.4,69,4,25,175,75.9,64.2,64.4,60,0,1,71,0,7.1,83.1,2.9,2,10,0,3,3,2,2.8,348,6.1
Christian Alexander-Stevens,103945,,FIU,9,69.1,55,56,10.1,2.76,0,1,1.7,64.3,36,0,16,5.3,60,2,22,166,26.5,75.5,76.8,59.8,1,1,64,0,0,85.3,0,0,4,0,0,1,3,4.7,418,7.5
Bryce Carpenter,82101,QB,COAST CAR,7,68.5,54,56,10.5,2.75,0,2,3.5,66.1,37,0,36,0,80,0,27,141,25.9,66.6,72.8,55.1,0,2,82,0,41.7,106,18.8,15,9,1,1,5,2,2.4,457,8.2
Coltin Gerhart,26907,QB,NEW MEXICO,5,58.5,53,56,11.2,2.71,1,3,5,48.2,27,0,26,12.9,72,4,16,241,26.5,49.1,44.8,61.3,1,3,76,0,50,57.6,18.1,13,3,0,1,3,10,13.2,266,4.8
Kelly Bryant,34897,QB,CLEMSON,4,71.7,53,54,8.7,2.29,1,3,5.5,66.7,36,0,14,5.3,62,2,18,140,56,56.6,53.6,62.7,0,1,63,1,35.7,97.8,8.1,5,2,0,0,2,5,7.9,461,8.5
James Blackman,60382,QB,FLORIDA ST,3,72.3,47,53,12.7,2.38,1,6,11.1,62.3,33,0,20,2.9,61,1,17,167,71.3,86.9,87.1,65.5,1,1,62,1,25,117.6,8.2,5,3,2,2,5,1,1.6,510,9.6
Michael Scarnecchia,12599,QB,S CAROLINA,4,75.6,45,52,9.1,2.39,3,1,1.9,55.8,29,0,20,14.7,56,5,20,289,40.3,57,57.1,53.6,1,0,58,1,10,102.5,3.6,2,2,0,3,4,3,5.2,353,6.8
Chase Brice,60363,QB,CLEMSON,10,74,50,51,9.2,2.03,0,3,5.9,62.7,32,0,8,13.5,57,5,22,140,49.3,81.6,80.4,65.8,0,3,57,0,25,98.7,3.5,2,2,0,1,5,1,1.8,442,8.7
McLane Carter,37478,QB,TEXAS TECH,5,60.8,51,51,10.5,2.46,0,2,3.8,54.9,28,0,13,9.7,57,3,16,315,71.2,33.9,33.3,54.8,0,2,59,0,30.8,70.5,7,4,2,0,0,2,7,11.9,318,6.2
Hayden Moore,46410,QB,CINCINNATI,7,61.7,47,51,9.4,2.37,2,3,5.7,52.9,27,0,9,6.9,55,2,13,138,34.2,68.2,51.5,81,0,1,58,1,33.3,77.8,5.5,3,1,0,2,2,4,6.9,327,6.4
Keller Chryst,46472,QB,TENNESSEE,6,65.1,43,51,13.5,2.2,3,7,12.1,45.1,23,0,21,17.9,52,5,17,307,47.9,70.2,71.5,52.8,1,2,59,0,4.8,79.7,1.9,1,0,0,4,3,3,5.1,450,8.8
Chevan Cordeiro,75886,QB,HAWAII,4,69.6,46,49,10.3,2.84,3,4,7.8,61.2,30,0,24,6.3,70,2,18,180,71.4,70.1,66.1,70.6,0,2,73,1,41.7,108.3,14.3,10,11,0,0,6,3,4.1,384,7.8
Carter Stanley,13634,QB,KANSAS,5,77.8,45,47,7,2.32,2,0,0,72.3,34,0,18,2.9,56,1,16,198,50.9,54.5,50.1,63.9,0,1,59,0,38.9,101.7,12.5,7,2,0,0,3,1,1.7,304,6.5
Andrew Bunch,60476,QB,NEBRASKA,4,71.1,45,47,8.5,2.98,0,0,0,66,31,0,23,3.1,53,1,15,238,21.1,45.8,49,46.5,1,2,59,0,17.4,81.7,7.5,4,2,0,1,2,4,6.8,318,6.8
Jack Colletto,83540,QB,OREGON ST,6,60.5,43,46,6.9,2.51,0,2,4.1,47.8,22,1,29,15.4,61,4,11,265,53.5,60.9,51.3,73.9,2,3,64,1,31,32.3,14.8,9,3,0,1,0,1,1.6,194,4.2
Jack Allison,39875,QB,W VIRGINIA,5,60.9,46,46,9.8,2.24,0,1,2.1,52.2,24,0,12,14.3,52,4,13,343,40.5,62.5,65.8,49.3,0,2,53,1,41.7,66.8,9.6,5,0,0,0,1,0,0,354,7.7
Cristian Solano,33330,QB,NEVADA,3,68.3,41,45,10.9,2.97,1,0,0,51.1,23,0,24,17.9,62,5,18,239,73.6,49.8,43,61.4,1,4,63,0,16.7,26.2,6.5,4,13,0,2,0,5,7.9,200,4.4
Hasaan Klugh,46434,QB,CHARLOTTE,8,77.5,40,45,12.1,3.11,0,3,6.5,62.2,28,0,27,9.7,69,3,22,136,46.3,62.9,74,53.2,0,2,71,1,29.6,82,11.6,8,15,2,3,2,2,2.8,343,7.6
Shane Buechele,12659,QB,TEXAS,2,76.2,42,44,7.3,2.47,1,1,2.2,68.2,30,0,15,6.3,51,2,14,311,42.8,54,64.1,42.8,1,1,52,2,13.3,90.4,3.9,2,5,0,0,2,2,3.8,273,6.2
Austin Hergott,39923,QB,C MICHIGAN,3,46.5,43,44,12.6,2.16,1,2,4.2,40.9,18,0,15,10,51,2,8,134,49,46.3,46.7,,0,2,55,1,33.3,39.4,9.8,5,0,0,0,1,3,5.5,154,3.5
Elijah Sindelar,46466,QB,PURDUE,2,67.5,40,43,8.9,2.49,3,1,2.2,58.1,25,0,14,7.4,47,2,16,273,69.6,59,59.8,59.5,0,3,49,1,14.3,64.5,4.3,2,2,0,0,2,1,2,284,6.6
